zip_code;town;canton
2843;Châtillon JU;JU
2852;Courtételle;JU
2853;Courfaivre;JU
2854;Bassecourt;JU
2855;Glovelier;JU
2856;Boécourt;JU
2857;Montavon;JU
2863;Undervelier;JU
2864;Soulce;JU
2873;Saulcy;JU
2882;St-Ursanne;JU
2883;Montmelon;JU
2884;Montenol;JU
2885;Epauvillers;JU
2886;Epiquerez;JU
2887;Soubey;JU
2888;Seleute;JU
2889;Ocourt;JU
2950;Courgenay;JU
2900;Porrentruy;JU
2900;Porrentruy 1;JU
2900;Porrentruy 2;JU
2900;Porrentruy 1 Distribution;JU
2902;Fontenais;JU
2903;Villars-sur-Fontenais;JU
2904;Bressaucourt;JU
2905;Courtedoux;JU
2906;Chevenez;JU
2907;Rocourt;JU
2908;Grandfontaine;JU
2912;Roche-d'Or;JU
2914;Damvant;JU
2915;Bure;JU
2916;Fahy;JU
2922;Courchavon;JU
2923;Courtemaîche;JU
2924;Montignez;JU
2925;Buix;JU
2926;Boncourt;JU
2932;Coeuve;JU
2935;Beurnevésin;JU
2942;Alle;JU
2943;Vendlincourt;JU
2944;Bonfol;JU
2946;Miécourt;JU
2947;Charmoille;JU
2952;Cornol;JU
2953;Fregiécourt-Pleujouse;JU
2954;Asuel;JU
3000;Bern;BE
3000;Bern 1 Schanzenpost;BE
3000;Bern 5;BE
3000;Bern 6;BE
3000;Bern 8;BE
3000;Bern 9;BE
3000;Bern 13;BE
3000;Bern 14;BE
3000;Bern 15;BE
3000;Bern 21;BE
3000;Bern 22;BE
3000;Bern 23;BE
3000;Bern 25;BE
3000;Bern 31;BE
3000;Bern Postauto BE-FB-SO;BE
3001;Bern;BE
3002;Bern PostFinance;BE
3003;Bern;BE
3004;Bern;BE
3005;Bern;BE
3006;Bern;BE
3007;Bern;BE
3008;Bern;BE
3010;Bern;BE
3011;Bern;BE
3012;Bern;BE
3013;Bern;BE
3014;Bern;BE
3015;Bern;BE
3018;Bern;BE
3019;Bern;BE
3020;Bern;BE
3027;Bern;BE
3095;Spiegel b. Bern;BE
3032;Hinterkappelen;BE
3033;Wohlen b. Bern;BE
3034;Murzelen;BE
3035;Frieswil;BE
3036;Detligen;BE
3037;Herrenschwanden;BE
3038;Kirchlindach;BE
3042;Ortschwaben;BE
3043;Uettligen;BE
3049;Säriswil;BE
3045;Meikirch;BE
3046;Wahlendorf;BE
3047;Bremgarten b. Bern;BE
3048;Worblaufen;BE
3052;Zollikofen;BE
3053;Münchenbuchsee;BE
3054;Schüpfen;BE
3063;Ittigen;BE
3065;Bolligen;BE
3065;Bolligen Dorf;BE
3066;Stettlen;BE
3067;Boll;BE
3068;Utzigen;BE
3072;Ostermundigen;BE
3072;Ostermundigen 1;BE
3073;Gümligen;BE
3074;Muri b. Bern;BE
3075;Rüfenacht BE;BE
3076;Worb;BE
3077;Enggistein;BE
3078;Richigen;BE
3082;Schlosswil;BE
3083;Trimstein;BE
3084;Wabern;BE
3088;Oberbütschel;BE
3086;Zimmerwald;BE
3087;Niedermuhlern;BE
3088;Rüeggisberg;BE
3089;Hinterfultigen;BE
3096;Oberbalm;BE
3097;Liebefeld;BE
3098;Köniz;BE
3098;Schliern b. Köniz;BE
3099;Rüti b. Riggisberg;BE
3110;Münsingen;BE
3112;Allmendingen b. Bern;BE
3114;Wichtrach;BE
3115;Gerzensee;BE
3116;Kirchdorf BE;BE
3629;Kiesen;BE
3628;Uttigen;BE
3122;Kehrsatz;BE
3123;Belp;BE
3124;Belpberg;BE
3125;Toffen;BE
3126;Kaufdorf;BE
3127;Mühlethurnen;BE
3128;Kirchenthurnen;BE
3132;Riggisberg;BE
3664;Burgistein;BE
3665;Wattenwil;BE
3662;Seftigen;BE
3663;Gurzelen;BE
3661;Uetendorf;BE
3144;Gasel;BE
3145;Niederscherli;BE
3147;Mittelhäusern;BE
3148;Lanzenhäusern;BE
3150;Schwarzenburg;BE
3152;Mamishaus;BE
3153;Rüschegg Gambach;BE
3154;Rüschegg Heubach;BE
3155;Helgisried-Rohrbach;BE
3156;Riffenmatt;BE
3157;Milken;BE
3158;Guggisberg;BE
3159;Riedstätt;BE
3172;Niederwangen b. Bern;BE
3173;Oberwangen b. Bern;BE
3174;Thörishaus;BE
3175;Flamatt;FR
3176;Neuenegg;BE
3177;Laupen BE;BE
3178;Bösingen;FR
3179;Kriechenwil;BE
3182;Ueberstorf;FR
3183;Albligen;BE
3184;Wünnewil;FR
3186;Düdingen;FR
3126;Gelterfingen;BE
3202;Frauenkappelen;BE
3203;Mühleberg;BE
3204;Rosshäusern;BE
3205;Gümmenen;BE
3206;Rizenbach;BE
3207;Wileroltigen;BE
3208;Gurbrü;BE
3210;Kerzers;FR
3216;Ried b. Kerzers;FR
3215;Gempenach;FR
3214;Ulmiz;FR
3213;Liebistorf;FR
3212;Gurmels;FR
3225;Müntschemier;BE
3226;Treiten;BE
3232;Ins;BE
3233;Tschugg;BE
3234;Vinelz;BE
3235;Erlach;BE
3236;Gampelen;BE
3250;Lyss;BE
3250;Lyss Zustellung;BE
3251;Wengi b. Büren;BE
3252;Worben;BE
3253;Schnottwil;SO
3254;Messen;SO
3255;Rapperswil BE;BE
3256;Dieterswil;BE
3257;Grossaffoltern;BE
3257;Ammerzwil BE;BE
3262;Suberg;BE
3263;Büetigen;BE
3264;Diessbach b. Büren;BE
3266;Wiler b. Seedorf;BE
3267;Seedorf BE;BE
3268;Lobsigen;BE
3270;Aarberg;BE
3271;Radelfingen b. Aarberg;BE
3272;Walperswil;BE
3273;Kappelen;BE
3274;Hermrigen;BE
3280;Murten;FR
3280;Meyriez;FR
3282;Bargen BE;BE
3283;Kallnach;BE
3284;Fräschels;FR
3285;Galmiz;FR
3286;Muntelier;FR
3292;Busswil BE;BE
3293;Dotzigen;BE
3294;Büren an der Aare;BE
3295;Rüti b. Büren;BE
3296;Arch;BE
3297;Leuzigen;BE
3298;Oberwil b. Büren;BE
3302;Moosseedorf;BE
3303;Jegenstorf;BE
3308;Grafenried;BE
3312;Fraubrunnen;BE
3313;Büren zum Hof;BE
3314;Schalunen;BE
3315;Bätterkinden;BE
3315;Kräiligen;BE
3321;Schönbühl Einkaufszentrum;BE
3322;Urtenen-Schönbühl;BE
3322;Mattstetten;BE
3323;Bäriswil BE;BE
3324;Hindelbank;BE
3325;Hettiswil b. Hindelbank;BE
3326;Krauchthal;BE
3303;Zuzwil BE;BE
3305;Iffwil;BE
3306;Etzelkofen;BE
3307;Brunnenthal;SO
3309;Kernenried;BE
3317;Limpach;BE
3317;Mülchi;BE
3360;Herzogenbuchsee;BE
3429;Höchstetten-Hellsau;BE
4556;Aeschi SO;SO
3376;Graben;BE
3372;Wanzwil;BE
3373;Heimenhausen;BE
3373;Röthenbach Herzogenbuchsee;BE
3374;Wangenried;BE
3362;Niederönz;BE
3363;Oberönz;BE
3365;Seeberg;BE
3365;Grasswil;BE
3366;Bettenhausen;BE
3367;Thörigen;BE
3368;Bleienbach;BE
3400;Burgdorf;BE
3400;Burgdorf 1;BE
3400;Burgdorf Zustellung;BE
3401;Burgdorf;BE
3402;Burgdorf;BE
3412;Heimiswil;BE
3413;Kaltacker;BE
3414;Oberburg;BE
3415;Hasle-Rüegsau;BE
3416;Affoltern im Emmental;BE
3417;Rüegsau;BE
3418;Rüegsbach;BE
3419;Biembach im Emmental;BE
3421;Lyssach;BE
3422;Kirchberg BE;BE
3422;Rüdtligen;BE
3422;Alchenflüh;BE
3423;Ersigen;BE
3424;Niederösch;BE
3425;Koppigen;BE
3426;Aefligen;BE
3427;Utzenstorf;BE
3428;Wiler b. Utzenstorf;BE
3432;Lützelflüh-Goldbach;BE
3433;Schwanden im Emmental;BE
3434;Obergoldbach;BE
3435;Ramsei;BE
3436;Zollbrück;BE
3437;Rüderswil;BE
3438;Lauperswil;BE
3439;Ranflüh;BE
3452;Grünenmatt;BE
3453;Heimisbach;BE
3454;Sumiswald;BE
3455;Grünen;BE
3456;Trachselwald;BE
3457;Wasen im Emmental;BE
3462;Weier im Emmental;BE
3463;Häusernmoos im Emmental;BE
3464;Schmidigen-Mühleweg;BE
3465;Dürrenroth;BE
3472;Wynigen;BE
3473;Alchenstorf;BE
3474;Rüedisbach;BE
3475;Riedtwil;BE
3475;Hermiswil;BE
3476;Oschwand;BE
3111;Tägertschi;BE
3503;Gysenstein;BE
3504;Niederhünigen;BE
3506;Grosshöchstetten;BE
3507;Biglen;BE
3508;Arni BE;BE
3510;Konolfingen;BE
3512;Walkringen;BE
3513;Bigenthal;BE
3415;Schafhausen im Emmental;BE
3672;Oberdiessbach;BE
3672;Aeschlen b. Oberdiessbach;BE
3673;Linden;BE
3674;Bleiken b. Oberdiessbach;BE
3671;Brenzikofen;BE
3531;Oberthal;BE
3532;Zäziwil;BE
3533;Bowil;BE
3534;Signau;BE
3535;Schüpbach;BE
3536;Aeschau;BE
3537;Eggiwil;BE
3538;Röthenbach im Emmental;BE
3543;Emmenmatt;BE
3550;Langnau im Emmental;BE
3551;Oberfrittenbach;BE
3552;Bärau;BE
3553;Gohl;BE
3555;Trubschachen;BE
3556;Trub;BE
3557;Fankhaus (Trub);BE
3600;Thun;BE
3600;Thun 2 Zustellung;BE
3601;Thun;BE
3602;Thun;BE
3603;Thun;BE
3604;Thun;BE
3605;Thun;BE
3607;Thun;BE
3608;Thun;BE
3617;Fahrni b. Thun;BE
3618;Süderen;BE
3619;Eriz;BE
3619;Innereriz;BE
3622;Homberg b. Thun;BE
3635;Uebeschi;BE
3631;Höfen b. Thun;BE
3636;Längenbühl;BE
3612;Steffisburg;BE
3613;Steffisburg;BE
3614;Unterlangenegg;BE
3615;Heimenschwand;BE
3616;Schwarzenegg;BE
3623;Teuffenthal b. Thun;BE
3624;Goldiwil (Thun);BE
3625;Heiligenschwendi;BE
3626;Hünibach;BE
3627;Heimberg;BE
3633;Amsoldingen;BE
3634;Thierachern;BE
3638;Blumenstein;BE
3638;Pohlern;BE
3645;Gwatt (Thun);BE
3646;Einigen;BE
3647;Reutigen;BE
3652;Hilterfingen;BE
3653;Oberhofen am Thunersee;BE
3654;Gunten;BE
3655;Sigriswil;BE
3656;Tschingel ob Gunten;BE
3656;Aeschlen ob Gunten;BE
3657;Schwanden (Sigriswil);BE
3658;Merligen;BE
3700;Spiez;BE
3702;Hondrich;BE
3703;Aeschi b. Spiez;BE
3703;Aeschiried;BE
3704;Krattigen;BE
3705;Faulensee;BE
3706;Leissigen;BE
3707;Därligen;BE
3711;Emdthal;BE
3711;Mülenen;BE
3713;Reichenbach im Kandertal;BE
3714;Frutigen;BE
3714;Wengi b. Frutigen;BE
3715;Adelboden;BE
3716;Kandergrund;BE
3717;Blausee-Mitholz;BE
3718;Kandersteg;BE
3722;Scharnachtal;BE
3723;Kiental;BE
3724;Ried (Frutigen);BE
3725;Achseten;BE
3752;Wimmis;BE
3753;Oey;BE
3754;Diemtigen;BE
3755;Horboden;BE
3756;Zwischenflüh;BE
3757;Schwenden im Diemtigtal;BE
3758;Latterbach;BE
3762;Erlenbach im Simmental;BE
3763;Därstetten;BE
3764;Weissenburg;BE
3765;Oberwil im Simmental;BE
3766;Boltigen;BE
3770;Zweisimmen;BE
3771;Blankenburg;BE
3772;St. Stephan;BE
3773;Matten (St. Stephan);BE
3775;Lenk im Simmental;BE
3776;Oeschseite;BE
3777;Saanenmöser;BE
3778;Schönried;BE
3780;Gstaad;BE
3781;Turbach;BE
3782;Lauenen b. Gstaad;BE
3783;Grund b. Gstaad;BE
3784;Feutersoey;BE
3785;Gsteig b. Gstaad;BE
3792;Saanen;BE
3800;Interlaken;BE
3800;Unterseen;BE
3800;Matten b. Interlaken;BE
3801;Jungfraujoch;VS
3803;Beatenberg;BE
3804;Habkern;BE
3805;Goldswil b. Interlaken;BE
3806;Bönigen b. Interlaken;BE
3807;Iseltwald;BE
3812;Wilderswil;BE
3813;Saxeten;BE
3814;Gsteigwiler;BE
3815;Zweilütschinen;BE
3816;Lütschental;BE
3816;Burglauenen;BE
3818;Grindelwald;BE
3822;Lauterbrunnen;BE
3822;Isenfluh;BE
3823;Wengen;BE
3824;Stechelberg;BE
3825;Mürren;BE
3826;Gimmelwald;BE
3852;Ringgenberg BE;BE
3853;Niederried b. Interlaken;BE
3854;Oberried am Brienzersee;BE
3855;Brienz BE;BE
3855;Axalp;BE
3856;Brienzwiler;BE
3857;Unterbach BE;BE
3858;Hofstetten b. Brienz;BE
3860;Meiringen;BE
3860;Rosenlaui;BE
3862;Innertkirchen;BE
3863;Gadmen;BE
3864;Guttannen;BE
3900;Brig;VS
3900;Gamsen;VS
3949;Hohtenn;VS
3903;Birgisch;VS
3903;Mund;VS
3914;Blatten b. Naters;VS
3914;Belalp;VS
3913;Rosswald;VS
3911;Ried-Brig;VS
3912;Termen;VS
3901;Rothwald;VS
3907;Simplon Hospiz;VS
3907;Simplon Dorf;VS
3907;Gabi (Simplon);VS
3907;Gondo;VS
3922;Eisten;VS
3908;Saas-Balen;VS
3910;Saas-Grund;VS
3902;Glis;VS
3917;Goppenstein;VS
3916;Ferden;VS
3917;Kippel;VS
3918;Wiler (Lötschen);VS
3919;Blatten (Lötschen);VS
3904;Naters;VS
3905;Saas-Almagell;VS
3906;Saas-Fee;VS
3920;Zermatt;VS
3923;Törbel;VS
3926;Embd;VS
3927;Herbriggen;VS
3928;Randa;VS
3929;Täsch;VS
3922;Stalden VS;VS
3922;Kalpetran;VS
3924;St. Niklaus VS;VS
3925;Grächen;VS
3930;Visp;VS
3942;St. German;VS
3933;Staldenried;VS
3937;Baltschieder;VS
3938;Ausserberg;VS
3939;Eggerberg;VS
3930;Eyholz;VS
3931;Lalden;VS
3932;Visperterminen;VS
3934;Zeneggen;VS
3935;Bürchen;VS
3943;Eischoll;VS
3944;Unterbäch VS;VS
3947;Ergisch;VS
3948;Unterems;VS
3946;Gruben;VS
3948;Oberems;VS
3951;Agarn;VS
3955;Albinen;VS
3956;Guttet-Feschel;VS
3957;Erschmatt;VS
3953;Varen;VS
3976;Noës;VS
3978;Flanthey;VS
1978;Lens;VS
1977;Icogne;VS
3979;Grône;VS
3942;Raron;VS
3942;Niedergesteln;VS
3945;Gampel;VS
3946;Turtmann;VS
3952;Susten;VS
3953;Leuk Stadt;VS
3953;Inden;VS
3954;Leukerbad;VS
3970;Salgesch;VS
3977;Granges VS;VS
1958;St-Léonard;VS
3960;Sierre;VS
3960;Corin-de-la-Crête;VS
3960;Loc;VS
3971;Chermignon;VS
3971;Chermignon-d'en-Bas;VS
3971;Ollon VS;VS
3972;Miège;VS
3973;Venthône;VS
3974;Mollens VS;VS
3975;Randogne;VS
3961;Vissoie;VS
3961;St-Luc;VS
3961;Chandolin;VS
3961;Ayer;VS
3961;Zinal;VS
3961;Grimentz;VS
3967;Vercorin;VS
3963;Montana;VS
3963;Crans-Montana;VS
3960;Muraz (Sierre);VS
3965;Chippis;VS
3966;Chalais;VS
3966;Réchy;VS
3968;Veyras;VS
3982;Bitsch;VS
3993;Grengiols;VS
3994;Lax;VS
3997;Bellwald;VS
3989;Niederwald;VS
3989;Blitzingen;VS
3989;Biel VS;VS
3998;Gluringen;VS
3998;Reckingen VS;VS
3985;Geschinen;VS
3988;Obergesteln;VS
3999;Oberwald;VS
3986;Ried-Mörel;VS
3987;Riederalp;VS
3991;Betten;VS
3992;Bettmeralp;VS
3995;Ernen;VS
3996;Binn;VS
3983;Mörel;VS
3984;Fiesch;VS
3985;Münster VS;VS
3988;Ulrichen;VS
4000;Basel;BS
4000;Basel 2 Zustellung;BS
4000;Basel Dist Ba;BS
4001;Basel;BS
4002;Basel 2 Annahme;BS
4002;Basel;BS
4003;Basel;BS
4004;Basel;BS
4005;Basel;BS
4007;Basel;BS
4009;Basel;BS
4010;Basel;BS
4011;Basel;BS
4012;Basel;BS
4013;Basel;BS
4015;Basel;BS
4016;Basel;BS
4017;Basel;BS
4018;Basel;BS
4019;Basel;BS
4020;Basel;BS
4023;Basel;BL
4024;Basel;BS
4025;Basel;BS
4030;Basel;BS
4031;Basel Universitätsspital;BS
4032;Basel;BS
4051;Basel;BS
4052;Basel;BS
4053;Basel;BS
4054;Basel;BS
4055;Basel;BS
4056;Basel;BS
4057;Basel;BS
4058;Basel;BS
4059;Basel;BS
4091;Basel;BS
4101;Bruderholz;BL
4102;Binningen;BL
4102;Binningen 1;BL
4102;Binningen Gorenmatt;BL
4103;Bottmingen;BL
4104;Oberwil BL;BL
4105;Biel-Benken BL;BL
4106;Therwil;BL
4107;Ettingen;BL
4108;Witterswil;SO
4112;Bättwil-Flüh;SO
4112;Bättwil;SO
4112;Flüh;SO
4114;Hofstetten SO;SO
4115;Mariastein;SO
4116;Metzerlen;SO
4117;Burg im Leimental;BL
4118;Rodersdorf;SO
4123;Allschwil;BL
4123;Allschwil 1;BL
4123;Allschwil Dorf;BL
4123;Allschwil Lindenplatz;BL
4124;Schönenbuch;BL
4125;Riehen;BS
4125;Riehen 1;BS
4125;Riehen 2;BS
4126;Bettingen;BS
4127;Birsfelden;BL
4132;Muttenz;BL
4132;Muttenz 1;BL
4132;Muttenz Lutzert;BL
4133;Pratteln;BL
4133;Pratteln 1;BL
4142;Münchenstein;BL
4142;Münchenstein 1;BL
4142;Münchenstein Zollweiden;BL
4143;Dornach;SO
4144;Arlesheim;BL
4145;Gempen;SO
4146;Hochwald;SO
4147;Aesch BL;BL
4148;Pfeffingen;BL
4153;Reinach BL;BL
4153;Reinach BL 1;BL
4153;Reinach BL Surbaum;BL
4202;Duggingen;BL
4203;Grellingen;BL
4206;Seewen SO;SO
4207;Bretzwil;BL
4208;Nunningen;SO
4222;Zwingen;BL
4225;Brislach;BL
4226;Breitenbach;SO
4227;Büsserach;SO
4228;Erschwil;SO
4242;Laufen;BL
4243;Dittingen;BL
4244;Röschenz;BL
4245;Kleinlützel;SO
4204;Himmelried;SO
4223;Blauen;BL
4224;Nenzlingen;BL
4229;Beinwil SO;SO
4232;Fehren;SO
4233;Meltingen;SO
4234;Zullwil;SO
4246;Wahlen b. Laufen;BL
4247;Grindel;SO
4252;Bärschwil;SO
4252;Bärschwil Dorf;SO
4253;Liesberg;BL
4254;Liesberg Dorf;BL
4302;Augst BL;BL
4303;Kaiseraugst;AG
4303;Kaiseraugst Liebrüti;AG
4304;Giebenach;BL
4305;Olsberg;AG
4310;Rheinfelden;AG
4310;Rheinfelden 1;AG
4310;Rheinfelden 2;AG
4312;Magden;AG
4313;Möhlin;AG
4314;Zeiningen;AG
4315;Zuzgen;AG
4316;Hellikon;AG
4317;Wegenstetten;AG
4322;Mumpf;AG
4323;Wallbach;AG
4324;Obermumpf;AG
4325;Schupfart;AG
4332;Stein AG;AG
4333;Münchwilen AG;AG
4334;Sisseln AG;AG
5080;Laufenburg;AG
5082;Kaisten;AG
5083;Ittenthal;AG
5084;Rheinsulz;AG
5085;Sulz AG;AG
5275;Etzgen;AG
5274;Mettau;AG
5273;Oberhofen AG;AG
5272;Gansingen;AG
5276;Wil AG;AG
5277;Hottwil;AG
5326;Schwaderloch;AG
5325;Leibstadt;AG
5324;Full-Reuenthal;AG
4402;Frenkendorf;BL
4410;Liestal;BL
4410;Liestal Kaserne;BL
4411;Seltisberg;BL
4412;Nuglar;SO
4413;Büren SO;SO
4414;Füllinsdorf;BL
4415;Lausen;BL
4416;Bubendorf;BL
4417;Ziefen;BL
4418;Reigoldswil;BL
4419;Lupsingen;BL
4421;St. Pantaleon;SO
4422;Arisdorf;BL
4423;Hersberg;BL
4424;Arboldswil;BL
4425;Titterten;BL
4426;Lauwil;BL
4431;Bennwil;BL
4432;Lampenberg;BL
4433;Ramlinsburg;BL
4434;Hölstein;BL
4435;Niederdorf;BL
4436;Oberdorf BL;BL
4437;Waldenburg;BL
4438;Langenbruck;BL
4441;Thürnen;BL
4442;Diepflingen;BL
4443;Wittinsburg;BL
4444;Rümlingen;BL
4445;Häfelfingen;BL
4446;Buckten;BL
4447;Känerkinden;BL
4448;Läufelfingen;BL
4450;Sissach;BL
4451;Wintersingen;BL
4452;Itingen;BL
4453;Nusshof;BL
4455;Zunzgen;BL
4456;Tenniken;BL
4457;Diegten;BL
4458;Eptingen;BL
4460;Gelterkinden;BL
4461;Böckten;BL
4465;Hemmiken;BL
4469;Anwil;BL
4462;Rickenbach BL;BL
4463;Buus;BL
4464;Maisprach;BL
4466;Ormalingen;BL
4467;Rothenfluh;BL
4468;Kienberg;SO
4492;Tecknau;BL
4493;Wenslingen;BL
4494;Oltingen;BL
4495;Zeglingen;BL
4496;Kilchberg BL;BL
4497;Rünenberg;BL
4500;Solothurn;SO
4500;Solothurn 1;SO
4500;Solothurn 1 Zustellung;SO
4501;Solothurn;SO
4501;Solothurn 1 Annahme;SO
4502;Solothurn;SO
4503;Solothurn;SO
4515;Weissenstein b. Solothurn;SO
4525;Balm b. Günsberg;SO
4523;Niederwil SO;SO
4535;Hubersdorf;SO
4539;Rumisberg;BE
4539;Farnern;BE
4557;Horriwil;SO
4558;Hersiwil;SO
4512;Bellach;SO
4513;Langendorf;SO
4514;Lommiswil;SO
4515;Oberdorf SO;SO
4522;Rüttenen;SO
4524;Günsberg;SO
4528;Zuchwil;SO
4532;Feldbrunnen;SO
4533;Riedholz;SO
4534;Flumenthal;SO
4536;Attiswil;BE
4537;Wiedlisbach;BE
4538;Oberbipp;BE
4552;Derendingen;SO
4553;Subingen;SO
4554;Etziken;SO
3375;Inkwil;BE
4562;Biberist;SO
4563;Gerlafingen;SO
4564;Obergerlafingen;SO
4564;Zielebach;BE
4565;Recherswil;SO
4566;Kriegstetten;SO
4581;Küttigkofen;SO
4586;Kyburg-Buchegg;SO
4582;Brügglen;SO
4583;Mühledorf SO;SO
4579;Gossliwil;SO
4578;Bibern SO;SO
4571;Lüterkofen-Ichertswil;SO
4571;Ichertswil;SO
4576;Tscheppach;SO
4577;Hessigkofen;SO
4585;Biezwil;SO
4587;Aetingen;SO
4588;Unterramsern;SO
4588;Oberramsern;SO
4574;Nennigkofen;SO
4574;Lüsslingen;SO
4600;Olten;SO
4600;Olten 1;SO
4600;Olten 2 Zustellung;SO
4601;Olten 1 Fächer;SO
4603;Olten;SO
4612;Wangen b. Olten;SO
4613;Rickenbach SO;SO
4614;Hägendorf;SO
4616;Kappel SO;SO
4617;Gunzgen;SO
4618;Boningen;SO
4622;Egerkingen;SO
4623;Neuendorf;SO
4624;Härkingen;SO
4625;Oberbuchsiten;SO
4626;Niederbuchsiten;SO
4632;Trimbach;SO
4652;Winznau;SO
4653;Obergösgen;SO
4654;Lostorf;SO
4655;Stüsslingen;SO
4655;Rohr b. Olten;SO
4656;Starrkirch-Wil;SO
4657;Dulliken;SO
4658;Däniken SO;SO
5010;Däniken Postzentrum;SO
4663;Aarburg;AG
4665;Oftringen;AG
4665;Oftringen 1;AG
4665;Oftringen 2;AG
4615;Allerheiligenberg;SO
4633;Hauenstein;SO
4634;Wisen SO;SO
4702;Oensingen;SO
4703;Kestenholz;SO
4704;Niederbipp;BE
3380;Wangen an der Aare;BE
3377;Walliswil b. Wangen;BE
4543;Deitingen;SO
4542;Luterbach;SO
4710;Balsthal;SO
4710;Balsthal Postauto Thal-Gäu;SO
4714;Aedermannsdorf;SO
4715;Herbetswil;SO
4719;Ramiswil;SO
4712;Laupersdorf;SO
4713;Matzendorf;SO
4716;Welschenrohr;SO
4716;Gänsbrunnen;SO
4717;Mümliswil;SO
4718;Holderbank SO;SO
4800;Zofingen;AG
4801;Zofingen Ringier AG;AG
4802;Strengelbach;AG
4803;Vordemwald;AG
4805;Brittnau;AG
4806;Wikon;LU
4812;Mühlethal;AG
4813;Uerkheim;AG
4814;Bottenwil;AG
4852;Rothrist;AG
4853;Murgenthal;AG
4629;Fulenbach;SO
4628;Wolfwil;SO
4856;Glashütten;AG
4853;Riken AG;AG
4900;Langenthal;BE
4900;Langenthal 1;BE
4901;Langenthal;BE
4902;Langenthal;BE
4911;Schwarzhäusern;BE
4912;Aarwangen;BE
4913;Bannwil;BE
4914;Roggwil BE;BE
4915;St. Urban;LU
4916;Untersteckholz;BE
4917;Melchnau;BE
4917;Busswil b. Melchnau;BE
4955;Gondiswil;BE
4919;Reisiswil;BE
4922;Bützberg;BE
4923;Wynau;BE
4924;Obersteckholz;BE
4932;Lotzwil;BE
4933;Rütschelen;BE
4934;Madiswil;BE
4935;Leimiswil;BE
4936;Kleindietwil;BE
4937;Ursenbach;BE
4938;Rohrbach;BE
4942;Walterswil BE;BE
4943;Oeschenbach;BE
4944;Auswil;BE
4938;Rohrbachgraben;BE
4950;Huttwil;BE
4952;Eriswil;BE
4953;Schwarzenbach (Huttwil);BE
4954;Wyssachen;BE
5000;Aarau;AG
5000;Aarau 1;AG
5000;Aarau 1 Zustellung;AG
5000;Aarau Postauto Aargau;AG
5000;Aarau Kaserne;AG
5001;Aarau 1 Fächer;AG
5004;Aarau;AG
5012;Schönenwerd;SO
5013;Niedergösgen;SO
5014;Gretzenbach;SO
5015;Erlinsbach SO;SO
5017;Barmelweid;AG
5022;Rombach;AG
5023;Biberstein;AG
5024;Küttigen;AG
5025;Asp;AG
5026;Densbüren;AG
5027;Herznach;AG
5028;Ueken;AG
5032;Aarau Rohr;AG
5033;Buchs AG;AG
5034;Suhr;AG
5035;Unterentfelden;AG
5036;Oberentfelden;AG
5037;Muhen;AG
5040;Schöftland;AG
5042;Hirschthal;AG
5043;Holziken;AG
5044;Schlossrued;AG
5046;Schmiedrued;AG
5046;Walde AG;AG
5053;Staffelbach;AG
5054;Kirchleerau-Moosleerau;AG
5054;Kirchleerau;AG
5054;Moosleerau;AG
5056;Attelwil;AG
5057;Reitnau;AG
5102;Rupperswil;AG
5103;Wildegg;AG
5105;Auenstein;AG
5106;Veltheim AG;AG
5107;Schinznach Dorf;AG
5108;Oberflachs;AG
5112;Thalheim AG;AG
5113;Holderbank AG;AG
5103;Möriken AG;AG
5116;Schinznach Bad;AG
5245;Habsburg;AG
5246;Scherz;AG
5200;Brugg AG;AG
5200;Brugg AG 1;AG
5210;Windisch;AG
5200;Brugg AG Kaserne;AG
5201;Brugg AG;AG
5212;Hausen AG;AG
5213;Villnachern;AG
5222;Umiken;AG
5223;Riniken;AG
5233;Stilli;AG
5234;Villigen;AG
5235;Rüfenach AG;AG
5236;Remigen;AG
5237;Mönthal;AG
5242;Birr-Lupfig;AG
5242;Birr;AG
5242;Lupfig;AG
5243;Mülligen;AG
5244;Birrhard;AG
5078;Effingen;AG
5076;Bözen;AG
5077;Elfingen;AG
5079;Zeihen;AG
5075;Hornussen;AG
5070;Frick;AG
5072;Oeschgen;AG
5073;Gipf-Oberfrick;AG
5064;Wittnau;AG
5063;Wölflinswil;AG
5062;Oberhof;AG
5074;Eiken;AG
5300;Turgi;AG
5301;Siggenthal Station;AG
5303;Würenlingen;AG
5304;Endingen;AG
5305;Unterendingen;AG
5306;Tegerfelden;AG
5312;Döttingen;AG
5313;Klingnau;AG
5314;Kleindöttingen;AG
5315;Böttstein;AG
5316;Leuggern;AG
5317;Hettenschwil;AG
5318;Mandach;AG
5322;Koblenz;AG
5400;Baden;AG
5400;Baden 1;AG
5408;Ennetbaden;AG
5400;Baden 1 Postautodienst;AG
5401;Baden;AG
5402;Baden;AG
5404;Baden;AG
5405;Baden;AG
5406;Baden;AG
5412;Gebenstorf;AG
5413;Birmenstorf AG;AG
5415;Nussbaumen AG;AG
5416;Kirchdorf AG;AG
5417;Untersiggenthal;AG
5420;Ehrendingen;AG
5423;Freienwil;AG
5425;Schneisingen;AG
5426;Lengnau AG;AG
5430;Wettingen;AG
5430;Wettingen 1;AG
5430;Wettingen 2;AG
5430;Wettingen 3;AG
5431;Wettingen Sonderdienste;AG
5432;Neuenhof;AG
5442;Fislisbach;AG
5443;Niederrohrdorf;AG
5444;Künten;AG
